Country,Sub-Region,Code,Year,Population,GDP PER CAPITA (USD),GDP PER CAPITA PPP (USD),Area (Km2),Transportation (Mt),Total CO2 Emission including LUCF (Mt),Total CO2 Emission excluding LUCF (Mt),Other Fuel Combustion (Mt),Manufacturing/Construction (Mt),Land-Use Change and Forestry (Mt),Industrial Processes (Mt),Energy (Mt),Electricity/Heat (Mt),Bunker Fuels (Mt),Building (Mt)
Benin,Western Africa,BEN,0.10000000000000853,0.03529788004754409,0.022995796194994138,0.043801154633148195,0.04710474033181189,0.019683714670255717,0.037775616083009084,0.004751812604573341,0.0,0.0024549918166939444,0.05694575302214912,0.007011393514460999,0.004443542202372897,0.0002246830364307495,0.004056795131845842,0.01825139829261113
Benin,Western Africa,BEN,0.15000000000000568,0.03638997641801745,0.029785817705425634,0.045132697554321345,0.04710474033181189,0.02288021534320323,0.03819714656290532,0.005331846068042387,0.0,0.002291325695581015,0.05694575302214912,0.007449605609114812,0.005029999548878964,0.00019258545979778524,0.0074374577417173765,0.020606417427141595
Benin,Western Africa,BEN,0.20000000000000284,0.03752010948344747,0.03412792576824055,0.04747089057780375,0.04710474033181189,0.023384925975773886,0.03853761348897536,0.005800334634690463,0.0,0.0024549918166939444,0.05694575302214912,0.009202453987730062,0.005368340325709389,0.00019258545979778524,0.005409060175794456,0.024138946128937296
Benin,Western Africa,BEN,0.25,0.03874397291737378,0.035231310596243216,0.04844861395303517,0.04710474033181189,0.025740242261103632,0.038942931258106356,0.006358059118795315,0.0,0.002291325695581015,0.05694575302214912,0.009640666082383875,0.005932241620426762,0.0002567806130637137,0.002028397565922921,0.027082720047100384
Benin,Western Africa,BEN,0.30000000000001137,0.03995989863424879,0.03681343677523879,0.05085044577608886,0.04710474033181189,0.03280619111709286,0.039867055771725037,0.007629670942554379,0.0,0.002127659574468085,0.05694575302214912,0.010078878177037688,0.007217936572382371,0.0003530733429626063,0.0047329276538201496,0.030615248748896085
Benin,Western Africa,BEN,0.3500000000000085,0.04113701453309076,0.04225994287526482,0.05451987722888043,0.04710474033181189,0.04071332436069986,0.04072632944228276,0.008812046848856666,0.0,0.002127659574468085,0.05694575302214912,0.009202453987730062,0.008435963368971896,0.0004814636494944631,0.005409060175794456,0.03149838092434501
Benin,Western Africa,BEN,0.4000000000000057,0.04237933207870984,0.0500773585230652,0.05708004482120236,0.04710474033181189,0.041049798115746966,0.04075875486381324,0.008856664807585053,0.0,0.0019639934533551557,0.05694575302214912,0.007887817703768625,0.00854874362791537,0.0005135612261274274,0.00878972278566599,0.032675890491610245
Benin,Western Africa,BEN,0.45000000000000284,0.0436568819473812,0.04819126958153446,0.05707182354087497,0.04710474033181189,0.04710632570659488,0.04140726329442283,0.009749023982152818,0.0,0.0024549918166939444,0.05694575302214912,0.009640666082383875,0.009338205440519692,0.00028887818969667786,0.018255578093306288,0.033559022667059166
Benin,Western Africa,BEN,0.5,0.04496877096586131,0.0455452737336658,0.057318157458832696,0.04710474033181189,0.05316285329744279,0.04207198443579767,0.010663692136084776,0.0,0.0024549918166939444,0.05694575302214912,0.010517090271691499,0.010217891460278794,0.00028887818969667786,0.03177822853279243,0.0347365322343244
Benin,Western Africa,BEN,0.5500000000000114,0.046316550182309624,0.05010066233485957,0.05876967017441293,0.04710474033181189,0.05501345895020187,0.04178015564202335,0.010262130507529282,0.0,0.002782324058919804,0.05694575302214912,0.010078878177037688,0.009856994631659675,0.00028887818969667786,0.009465855307640299,0.02590521047983515
Benin,Western Africa,BEN,0.6000000000000085,0.04769807790174436,0.050767353994020034,0.061116388970086706,0.04710474033181189,0.05736877523553162,0.04145590142671855,0.009793641940881207,0.0,0.002618657937806874,0.05694575302214912,0.010517090271691499,0.009383317544097082,0.00012839030653185685,0.010818120351588911,0.0173682661171622
Benin,Western Africa,BEN,0.6500000000000057,0.049112998775670776,0.055921042632803855,0.0660948309461171,0.04710474033181189,0.06443472409152085,0.04182879377431907,0.010329057445621863,0.0,0.004091653027823241,0.05694575302214912,0.009202453987730062,0.009947218838814454,0.00028887818969667786,0.00878972278566599,0.00824256697085664
Benin,Western Africa,BEN,0.7000000000000028,0.05058296025022758,0.05780561176052192,0.07081232339471888,0.04710474033181189,0.06830417227456258,0.042655642023346305,0.011466815393195764,0.0,0.007528641571194763,0.05694575302214912,0.009640666082383875,0.011097577480037894,0.000770341839191141,0.008113590263691683,0.0058875478363261706
Benin,Western Africa,BEN,0.75,0.05210970545384164,0.04717451414085432,0.07223582285881319,0.04710474033181189,0.07688425302826378,0.04317444876783398,0.012180702732849973,0.0,0.006546644844517186,0.05694575302214912,0.009202453987730062,0.011819371137276132,0.0007061466859252126,0.0074374577417173765,0.0029437739181630853
Benin,Western Africa,BEN,0.8000000000000114,0.053681411846053004,0.04758841010250637,0.07554412696092759,0.04710474033181189,0.09740915208613726,0.0451686121919585,0.014924707194645847,0.003456221198156682,0.006546644844517186,0.05694575302214912,0.009202453987730062,0.0146163215590743,0.00060985395602632,0.0074374577417173765,0.0032381513099793936
Benin,Western Africa,BEN,0.8500000000000085,0.055298218685055564,0.04989092802871029,0.07653616145376595,0.04710474033181189,0.10060565275908477,0.04539559014267186,0.015237032905744564,0.004608294930875576,0.005400981996726679,0.05694575302214912,0.009202453987730062,0.014909550232327335,0.0006419515326592843,0.0067613252197430695,0.0029437739181630853
Benin,Western Africa,BEN,0.9000000000000057,0.05694964799226132,0.054914925888812444,0.08199904998538438,0.04710474033181189,0.11339165545087482,0.04656290531776913,0.016843279419966536,0.00576036866359447,0.0019639934533551557,0.05694575302214912,0.017090271691498685,0.016150133080705554,0.0005456588027603916,0.006085192697768763,0.0038269060936120106
Benin,Western Africa,BEN,0.9500000000000028,0.058629202652624654,0.0537259248826957,0.08739038292896811,0.04710474033181189,0.09925975773889635,0.04636835278858625,0.01657557166759621,0.006912442396313364,0.008183306055646482,0.05694575302214912,0.017090271691498685,0.015879460459241216,0.0008666345690900337,0.0047329276538201496,0.01000883132175449
Benin,Western Africa,BEN,1.0,0.06032276956849658,0.057119162521796656,0.08966371918542333,0.04710474033181189,0.10363391655450872,0.047178988326848255,0.017691020635805913,0.006912442396313364,0.00851063829787234,0.05694575302214912,0.016213847502191063,0.01705237515225335,0.0016369764082811748,0.0033806626098715348,0.010303208713570797
Botswana,Southern Africa,BWA,0.0,0.007903401911527119,0.16420271073991627,0.25887654681866895,0.2442156327938356,0.02035666218034993,0.08999675745784697,0.008878973786949249,0.004608294930875576,0.014075286415711949,0.10542789160185878,0.0035056967572304996,0.008977308611900573,0.005328197721072059,0.001352265043948614,0.007653812187224021
